CMDLINE ../cmd/rl -f iterator jumbo.txt
MEM 0.121094 1482496477.1575
MEM 5.914062 1482496477.1681
MEM 6.519531 1482496477.1785
MEM 6.531250 1482496477.1888
MEM 6.531250 1482496477.2009
MEM 6.542969 1482496477.2111
MEM 6.542969 1482496477.2217
MEM 6.546875 1482496477.2321
MEM 6.546875 1482496477.2431
MEM 6.554688 1482496477.2553
MEM 6.562500 1482496477.2655
MEM 6.562500 1482496477.2760
MEM 6.570312 1482496477.2887
MEM 6.570312 1482496477.2998
MEM 6.570312 1482496477.3108
MEM 6.570312 1482496477.3218
MEM 6.570312 1482496477.3324
MEM 6.570312 1482496477.3432
MEM 6.574219 1482496477.3540
MEM 6.574219 1482496477.3657
MEM 6.578125 1482496477.3774
MEM 6.582031 1482496477.3892
MEM 6.582031 1482496477.4006
MEM 6.582031 1482496477.4110
MEM 6.582031 1482496477.4226
MEM 6.582031 1482496477.4331
MEM 6.582031 1482496477.4436
MEM 6.585938 1482496477.4555
MEM 6.585938 1482496477.4665
MEM 6.585938 1482496477.4786
MEM 8.808594 1482496477.4888
MEM 8.843750 1482496477.4993
MEM 8.847656 1482496477.5110
MEM 8.847656 1482496477.5230
MEM 8.847656 1482496477.5333
MEM 8.847656 1482496477.5450
MEM 8.847656 1482496477.5552
MEM 8.847656 1482496477.5668
MEM 9.707031 1482496477.5773
MEM 9.707031 1482496477.5890
MEM 9.707031 1482496477.6008
MEM 9.707031 1482496477.6125
MEM 9.707031 1482496477.6244
MEM 9.707031 1482496477.6345
MEM 9.707031 1482496477.6447
MEM 9.707031 1482496477.6550
MEM 9.707031 1482496477.6667
MEM 9.707031 1482496477.6769
MEM 9.707031 1482496477.6885
MEM 9.707031 1482496477.6994
MEM 9.707031 1482496477.7103
MEM 9.707031 1482496477.7223
MEM 9.707031 1482496477.7328
MEM 9.707031 1482496477.7442
MEM 9.707031 1482496477.7560
MEM 9.707031 1482496477.7677
MEM 9.707031 1482496477.7794
MEM 9.707031 1482496477.7913
MEM 9.707031 1482496477.8019
MEM 9.707031 1482496477.8135
MEM 9.707031 1482496477.8237
MEM 9.707031 1482496477.8354
MEM 9.707031 1482496477.8473
MEM 9.707031 1482496477.8578
MEM 9.707031 1482496477.8694
MEM 9.707031 1482496477.8804
MEM 9.707031 1482496477.8918
MEM 9.707031 1482496477.9020
MEM 9.707031 1482496477.9136
MEM 9.710938 1482496477.9254
MEM 9.710938 1482496477.9358
MEM 9.710938 1482496477.9478
MEM 9.710938 1482496477.9580
MEM 9.710938 1482496477.9682
MEM 9.710938 1482496477.9795
MEM 9.710938 1482496477.9900
MEM 9.710938 1482496478.0009
MEM 9.710938 1482496478.0111
MEM 9.710938 1482496478.0228
MEM 9.710938 1482496478.0337
MEM 9.710938 1482496478.0455
MEM 9.710938 1482496478.0557
MEM 9.710938 1482496478.0673
MEM 9.710938 1482496478.0796
MEM 9.710938 1482496478.0904
MEM 9.710938 1482496478.1014
MEM 9.710938 1482496478.1133
MEM 9.710938 1482496478.1235
MEM 9.710938 1482496478.1351
MEM 9.710938 1482496478.1471
MEM 9.710938 1482496478.1573
MEM 9.710938 1482496478.1693
MEM 9.710938 1482496478.1806
MEM 9.710938 1482496478.1917
MEM 9.710938 1482496478.2027
MEM 9.710938 1482496478.2131
MEM 9.710938 1482496478.2233
MEM 9.710938 1482496478.2354
MEM 9.710938 1482496478.2463
MEM 9.710938 1482496478.2583
MEM 9.710938 1482496478.2689
MEM 9.710938 1482496478.2803
MEM 9.710938 1482496478.2923
MEM 9.710938 1482496478.3033
MEM 9.710938 1482496478.3144
MEM 9.710938 1482496478.3247
MEM 9.710938 1482496478.3360
MEM 9.710938 1482496478.3462
MEM 9.710938 1482496478.3564
MEM 9.710938 1482496478.3677
MEM 9.710938 1482496478.3784
MEM 9.710938 1482496478.3899
MEM 9.710938 1482496478.4008
MEM 9.710938 1482496478.4122
MEM 9.710938 1482496478.4239
MEM 9.710938 1482496478.4342
MEM 9.710938 1482496478.4449
MEM 9.710938 1482496478.4551
MEM 9.710938 1482496478.4660
MEM 9.710938 1482496478.4766
MEM 9.710938 1482496478.4871
MEM 9.710938 1482496478.4973
MEM 9.718750 1482496478.5081
MEM 9.718750 1482496478.5196
MEM 9.718750 1482496478.5310
MEM 9.718750 1482496478.5411
MEM 9.718750 1482496478.5522
MEM 9.718750 1482496478.5623
MEM 9.718750 1482496478.5726
MEM 9.718750 1482496478.5835
MEM 9.718750 1482496478.5938
MEM 9.718750 1482496478.6054
MEM 9.718750 1482496478.6168
MEM 9.718750 1482496478.6270
MEM 9.718750 1482496478.6385
MEM 9.718750 1482496478.6499
MEM 9.718750 1482496478.6615
MEM 9.718750 1482496478.6725
MEM 9.718750 1482496478.6848
MEM 9.718750 1482496478.6957
MEM 9.718750 1482496478.7067
