CMDLINE ../cmd/rl -f channel jumbo.txt
MEM 0.023438 1482496457.7619
MEM 0.453125 1482496457.7736
MEM 1.226562 1482496457.7849
MEM 5.480469 1482496457.7951
MEM 6.492188 1482496457.8058
MEM 6.503906 1482496457.8170
MEM 6.511719 1482496457.8272
MEM 6.531250 1482496457.8388
MEM 6.539062 1482496457.8489
MEM 6.542969 1482496457.8591
MEM 6.542969 1482496457.8704
MEM 6.542969 1482496457.8816
MEM 6.546875 1482496457.8942
MEM 6.546875 1482496457.9054
MEM 6.546875 1482496457.9161
MEM 6.546875 1482496457.9273
MEM 6.550781 1482496457.9387
MEM 6.554688 1482496457.9490
MEM 6.554688 1482496457.9602
MEM 6.558594 1482496457.9704
MEM 6.558594 1482496457.9824
MEM 6.558594 1482496457.9925
MEM 6.558594 1482496458.0027
MEM 6.562500 1482496458.0145
MEM 6.562500 1482496458.0247
MEM 6.562500 1482496458.0348
MEM 6.562500 1482496458.0450
MEM 6.562500 1482496458.0556
MEM 6.566406 1482496458.0657
MEM 6.566406 1482496458.0770
MEM 6.566406 1482496458.0871
MEM 6.570312 1482496458.0981
MEM 6.570312 1482496458.1083
MEM 6.570312 1482496458.1185
MEM 6.570312 1482496458.1296
MEM 6.570312 1482496458.1398
MEM 6.570312 1482496458.1500
MEM 6.570312 1482496458.1601
MEM 6.574219 1482496458.1702
MEM 6.578125 1482496458.1804
MEM 6.578125 1482496458.1906
MEM 6.578125 1482496458.2008
MEM 6.578125 1482496458.2119
MEM 6.582031 1482496458.2221
MEM 6.585938 1482496458.2323
MEM 6.589844 1482496458.2424
MEM 6.589844 1482496458.2527
MEM 6.589844 1482496458.2629
MEM 6.589844 1482496458.2731
MEM 6.589844 1482496458.2833
MEM 6.589844 1482496458.2934
MEM 6.589844 1482496458.3037
MEM 6.589844 1482496458.3143
MEM 6.589844 1482496458.3245
MEM 6.589844 1482496458.3347
MEM 6.589844 1482496458.3462
MEM 6.589844 1482496458.3565
MEM 6.589844 1482496458.3667
MEM 6.589844 1482496458.3783
MEM 6.589844 1482496458.3888
MEM 6.589844 1482496458.3989
MEM 6.589844 1482496458.4091
MEM 6.589844 1482496458.4192
MEM 6.589844 1482496458.4299
MEM 6.589844 1482496458.4403
MEM 6.589844 1482496458.4504
MEM 6.589844 1482496458.4606
MEM 6.589844 1482496458.4721
MEM 6.589844 1482496458.4824
MEM 6.589844 1482496458.4928
MEM 6.593750 1482496458.5030
MEM 6.593750 1482496458.5146
MEM 6.593750 1482496458.5248
MEM 6.593750 1482496458.5349
MEM 6.593750 1482496458.5465
MEM 6.593750 1482496458.5567
MEM 6.593750 1482496458.5669
MEM 6.593750 1482496458.5772
MEM 6.597656 1482496458.5888
MEM 6.597656 1482496458.5989
MEM 6.597656 1482496458.6091
MEM 6.597656 1482496458.6194
MEM 6.597656 1482496458.6302
MEM 6.597656 1482496458.6410
MEM 6.597656 1482496458.6512
MEM 6.597656 1482496458.6613
MEM 6.597656 1482496458.6721
MEM 6.597656 1482496458.6823
MEM 6.597656 1482496458.6925
MEM 6.597656 1482496458.7026
MEM 6.597656 1482496458.7134
MEM 6.597656 1482496458.7237
MEM 6.605469 1482496458.7353
MEM 6.605469 1482496458.7468
MEM 6.605469 1482496458.7569
MEM 6.605469 1482496458.7672
MEM 6.605469 1482496458.7778
MEM 6.605469 1482496458.7888
MEM 6.605469 1482496458.7991
MEM 6.605469 1482496458.8093
MEM 6.605469 1482496458.8195
MEM 6.605469 1482496458.8299
MEM 6.605469 1482496458.8403
MEM 6.605469 1482496458.8506
MEM 6.605469 1482496458.8608
MEM 6.605469 1482496458.8721
MEM 6.605469 1482496458.8823
MEM 6.605469 1482496458.8924
MEM 6.605469 1482496458.9026
MEM 6.605469 1482496458.9128
MEM 6.605469 1482496458.9229
MEM 6.605469 1482496458.9331
MEM 6.605469 1482496458.9434
MEM 6.605469 1482496458.9536
MEM 6.605469 1482496458.9643
MEM 6.605469 1482496458.9744
MEM 6.605469 1482496458.9846
MEM 6.605469 1482496458.9953
MEM 6.605469 1482496459.0055
MEM 6.605469 1482496459.0157
MEM 6.605469 1482496459.0259
MEM 6.605469 1482496459.0360
MEM 6.605469 1482496459.0469
MEM 6.605469 1482496459.0571
MEM 6.609375 1482496459.0673
MEM 6.609375 1482496459.0774
MEM 6.609375 1482496459.0887
MEM 6.609375 1482496459.1003
MEM 6.609375 1482496459.1105
MEM 6.609375 1482496459.1221
MEM 6.609375 1482496459.1338
MEM 6.609375 1482496459.1440
MEM 6.609375 1482496459.1555
MEM 6.609375 1482496459.1657
MEM 6.609375 1482496459.1759
MEM 6.609375 1482496459.1861
MEM 6.609375 1482496459.1966
MEM 6.609375 1482496459.2068
MEM 6.609375 1482496459.2171
MEM 6.609375 1482496459.2273
MEM 6.609375 1482496459.2388
MEM 6.609375 1482496459.2490
MEM 6.609375 1482496459.2592
MEM 6.609375 1482496459.2694
MEM 6.609375 1482496459.2796
MEM 6.609375 1482496459.2898
MEM 6.609375 1482496459.3000
MEM 6.609375 1482496459.3101
MEM 6.609375 1482496459.3205
MEM 6.609375 1482496459.3306
MEM 6.609375 1482496459.3414
MEM 6.609375 1482496459.3516
MEM 6.609375 1482496459.3618
MEM 6.609375 1482496459.3733
MEM 6.609375 1482496459.3839
MEM 6.609375 1482496459.3943
MEM 6.609375 1482496459.4054
MEM 6.609375 1482496459.4171
MEM 6.609375 1482496459.4273
MEM 6.609375 1482496459.4388
MEM 6.609375 1482496459.4489
MEM 6.609375 1482496459.4591
MEM 6.609375 1482496459.4693
MEM 6.609375 1482496459.4796
MEM 6.609375 1482496459.4898
MEM 6.609375 1482496459.5000
MEM 6.609375 1482496459.5101
MEM 6.609375 1482496459.5216
MEM 6.609375 1482496459.5318
MEM 6.609375 1482496459.5420
MEM 6.609375 1482496459.5522
MEM 6.609375 1482496459.5628
MEM 6.609375 1482496459.5730
MEM 6.609375 1482496459.5831
MEM 6.609375 1482496459.5945
MEM 6.609375 1482496459.6054
MEM 6.609375 1482496459.6159
MEM 6.609375 1482496459.6261
MEM 6.609375 1482496459.6363
MEM 6.609375 1482496459.6467
MEM 6.609375 1482496459.6583
MEM 6.609375 1482496459.6685
MEM 6.609375 1482496459.6801
MEM 6.609375 1482496459.6903
MEM 6.609375 1482496459.7005
MEM 6.613281 1482496459.7106
MEM 6.613281 1482496459.7220
MEM 6.613281 1482496459.7322
MEM 6.613281 1482496459.7425
MEM 6.613281 1482496459.7527
MEM 6.613281 1482496459.7629
MEM 6.613281 1482496459.7730
MEM 6.613281 1482496459.7833
MEM 6.613281 1482496459.7936
MEM 6.613281 1482496459.8038
MEM 6.613281 1482496459.8142
MEM 6.613281 1482496459.8244
MEM 6.617188 1482496459.8347
MEM 6.617188 1482496459.8450
MEM 6.617188 1482496459.8566
MEM 6.617188 1482496459.8668
MEM 6.617188 1482496459.8783
MEM 6.617188 1482496459.8895
MEM 6.617188 1482496459.9006
MEM 6.617188 1482496459.9108
MEM 6.617188 1482496459.9220
MEM 6.617188 1482496459.9321
MEM 6.617188 1482496459.9423
MEM 6.617188 1482496459.9525
MEM 6.617188 1482496459.9627
MEM 6.617188 1482496459.9729
MEM 6.617188 1482496459.9831
MEM 6.617188 1482496459.9933
MEM 6.617188 1482496460.0034
MEM 6.617188 1482496460.0138
MEM 6.617188 1482496460.0240
